2024-08-28 17:56:19.542320,0x336918e8,13.23
2024-08-28 17:56:24.268330,0x336918e8,13.235
2024-08-28 17:56:36.128972,0x336918e8,13.2375
2024-08-28 17:57:13.411123,0x336918e8,13.2325
2024-08-28 17:57:18.296357,0x336918e8,13.23625
2024-08-28 17:57:27.764701,0x336918e8,13.2325
2024-08-28 17:58:03.974996,0x336918e8,13.215
2024-08-28 17:59:23.871675,0x336918e8,13.23125
2024-08-28 17:59:45.346540,0x336918e8,13.2175
2024-08-28 18:01:35.475583,0x336918e8,13.23125
2024-08-28 18:39:40.239127,0x336918e8,13.21375
2024-08-28 18:40:21.921455,0x336918e8,13.23375
2024-08-28 18:44:09.815079,0x336918e8,13.235
2024-08-28 18:47:40.822018,0x336918e8,13.22375
2024-08-28 18:49:57.431797,0x336918e8,13.215
2024-08-28 18:51:48.760678,0x336918e8,13.2125
2024-08-28 18:56:23.998569,0x336918e8,13.215
2024-08-28 18:59:35.176023,0x336918e8,13.235
2024-08-28 19:03:22.562994,0x336918e8,13.21
2024-08-28 19:03:38.726571,0x336918e8,13.20625
2024-08-28 19:03:57.902261,0x336918e8,13.215
2024-08-28 19:05:02.307387,0x336918e8,13.1975
2024-08-28 19:12:32.809842,0x336918e8,13.21625
2024-08-28 19:25:17.755277,0x336918e8,13.2125
2024-08-28 19:25:57.837806,0x336918e8,13.21
2024-08-28 19:26:32.471805,0x336918e8,13.23125
2024-08-28 19:27:44.654259,0x336918e8,13.21875
2024-08-28 19:33:45.005221,0x336918e8,13.21375
2024-08-28 19:37:49.103807,0x336918e8,13.2125
2024-08-28 19:41:49.841583,0x336918e8,13.2125
2024-08-28 19:42:30.254168,0x336918e8,13.22875
2024-08-28 19:44:39.715255,0x336918e8,13.23
2024-08-28 19:49:52.549928,0x336918e8,13.21125
2024-08-28 19:50:34.514306,0x336918e8,13.23
2024-08-28 19:50:59.661329,0x336918e8,13.23
2024-08-28 19:52:17.604878,0x336918e8,13.2125
2024-08-28 19:54:48.935233,0x336918e8,13.2325
2024-08-28 19:56:46.939452,0x336918e8,13.21
2024-08-28 19:58:04.329104,0x336918e8,13.21
2024-08-28 20:03:24.704064,0x336918e8,13.22375
2024-08-28 20:06:23.111402,0x336918e8,13.22875
2024-08-28 20:06:35.938984,0x336918e8,13.2275
