2024-08-31 10:55:39.232140,0x4358fbec,101,4.216,7.9000006,0.06752778
2024-08-31 10:55:48.581152,0x43596d5c,44,3.673,10.400001,3.454111
2024-08-31 10:56:39.401478,0x4358fbec,101,4.256,5.54,0.10355555
2024-08-31 10:57:39.376831,0x4358fbec,101,4.229,6.9366665,0.117694445
2024-08-31 10:58:39.393184,0x4358fbec,101,4.223,7.2999997,0.17852777
2024-08-31 10:59:34.452579,0x7a6be160,100,4.065,18.851665,4.2449164
2024-08-31 10:59:39.520390,0x4358fbec,101,4.232,5.8983335,0.21730557
2024-08-31 11:00:12.873086,0x4660ba94,101,4.265,1.7533334,0.53680557
2024-08-31 11:00:39.429804,0x4358fbec,101,4.22,9.213333,0.30877778
2024-08-31 11:01:39.500158,0x4358fbec,101,4.238,2.4066665,0.38377777
2024-08-31 11:02:39.620405,0x4358fbec,101,4.26,13.099999,0.46386114
2024-08-31 11:03:39.687731,0x4358fbec,101,4.242,6.746667,0.5017222
2024-08-31 11:04:38.799314,0x4829a01f,111,4.754,18.269999,8.106861
2024-08-31 11:04:40.315912,0x4358fbec,100,4.197,0.9316667,0.5017222
2024-08-31 11:05:16.857599,0x7ab84f54,100,4.148,20.575,4.0385275
2024-08-31 11:05:39.778844,0x4358fbec,101,4.266,7.74,0.57602775
2024-08-31 11:05:55.192128,0xe2f22613,101,4.232,31.226667,5.181222
2024-08-31 11:06:34.342717,0xe09c9293,96,4.139,32.846664,5.293972
2024-08-31 11:06:39.756595,0x29597e8,97,4.153,15.860001,7.0613055
2024-08-31 11:06:40.032670,0x4358fbec,101,4.246,11.8550005,0.6595278
2024-08-31 11:07:06.035727,0x398312f5,101,4.239,19.468332,2.6776946
2024-08-31 11:07:36.422944,0xaf6d064c,101,4.175,4.1499996,0.74213886
2024-08-31 11:07:39.962337,0x4358fbec,101,4.255,12.341667,0.7441389
2024-08-31 11:08:32.844852,0x3501f003,101,4.254,13.481667,4.933528
2024-08-31 11:08:40.208201,0x4358fbec,101,4.223,5.2250004,0.77947223
2024-08-31 11:09:03.434054,0x57dea473,100,4.191,17.97,1.0485
2024-08-31 11:09:39.965605,0x4358fbec,101,4.255,4.6933336,0.8298611
2024-08-31 11:10:17.029100,0xcef0613a,79,3.984,37.371666,3.6814167
2024-08-31 11:10:40.142895,0x4358fbec,100,4.2,5.165,0.85838896
2024-08-31 11:11:40.157682,0x4358fbec,101,4.225,6.863333,0.92997223
2024-08-31 11:12:40.102329,0x4358fbec,101,4.228,10.440001,1.000889
2024-08-31 11:13:40.311807,0x4358fbec,101,4.25,6.1833334,1.0524167
2024-08-31 11:14:21.736345,0x9cd682a5,101,4.74,9.441667,0.44030556
2024-08-31 11:14:40.212119,0x4358fbec,101,4.264,5.4016666,1.0688334
2024-08-31 11:15:40.358443,0x4358fbec,101,4.212,11.315001,1.1750555
2024-08-31 11:16:40.392703,0x4358fbec,101,4.23,8.5199995,1.2287222
2024-08-31 11:18:05.443809,0x4358fbec,101,4.262,14.626667,0.12633334
2024-08-31 11:18:41.596355,0x6887c85c,92,4.08,14.828333,3.9902222
2024-08-31 11:19:05.678067,0x4358fbec,98,4.174,13.47,0.22283334
2024-08-31 11:19:16.378457,0xda5adf44,101,4.488,16.646667,4.6853333
